"year","total","region","type","population","providerRate","percentFemale","percentAge"
2000,0,"Rutherford","county",62899,0,-9,-9
2001,1,"Rutherford","county",63397,0.16,-9,-9
2002,1,"Rutherford","county",63955,0.16,-9,-9
2003,1,"Rutherford","county",64513,0.16,-9,-9
2004,1,"Rutherford","county",63861,0.16,-9,-9
2005,1,"Rutherford","county",63397,0.16,-9,-9
2006,1,"Rutherford","county",63177,0.16,-9,-9
2007,1,"Rutherford","county",62926,0.16,-9,-9
2008,2,"Rutherford","county",63563,0.31,-9,-9
2009,2,"Rutherford","county",63835,0.31,-9,-9
2010,2,"Rutherford","county",68006,0.29,-9,-9
2011,2,"Rutherford","county",68392,0.29,-9,-9
2012,2,"Rutherford","county",67932,0.29,-9,-9
2013,2,"Rutherford","county",67807,0.29,-9,-9
2014,2,"Rutherford","county",67606,0.3,-9,-9
2015,3,"Rutherford","county",67617,0.44,-9,-9
2016,3,"Rutherford","county",67703,0.44,-9,-9
2017,3,"Rutherford","county",67796,0.44,-9,-9
2000,1,"Sampson","county",60161,0.17,-9,-9
2001,1,"Sampson","county",60929,0.16,-9,-9
2002,1,"Sampson","county",62456,0.16,-9,-9
2003,0,"Sampson","county",63983,0,-9,-9
2004,0,"Sampson","county",63597,0,-9,-9
2005,2,"Sampson","county",63375,0.32,-9,-9
2006,1,"Sampson","county",64048,0.16,-9,-9
2007,1,"Sampson","county",64522,0.15,-9,-9
2008,0,"Sampson","county",65408,0,-9,-9
2009,0,"Sampson","county",65417,0,-9,-9
2010,0,"Sampson","county",63481,0,-9,-9
2011,0,"Sampson","county",63746,0,-9,-9
2012,0,"Sampson","county",64151,0,-9,-9
2013,0,"Sampson","county",64313,0,-9,-9
2014,0,"Sampson","county",64398,0,-9,-9
2015,0,"Sampson","county",63993,0,-9,-9
2016,0,"Sampson","county",63499,0,-9,-9
2017,0,"Sampson","county",63143,0,-9,-9
2000,0,"Scotland","county",35998,0,-9,-9
2001,0,"Scotland","county",35732,0,-9,-9
2002,0,"Scotland","county",35991,0,-9,-9
2003,0,"Scotland","county",36248,0,-9,-9
2004,0,"Scotland","county",35690,0,-9,-9
2005,0,"Scotland","county",37060,0,-9,-9
2006,0,"Scotland","county",36993,0,-9,-9
2007,0,"Scotland","county",36830,0,-9,-9
2008,0,"Scotland","county",37072,0,-9,-9
2009,0,"Scotland","county",36937,0,-9,-9
2010,0,"Scotland","county",36098,0,-9,-9
2011,0,"Scotland","county",36029,0,-9,-9
2012,0,"Scotland","county",36366,0,-9,-9
2013,1,"Scotland","county",36223,0.28,-9,-9
2014,1,"Scotland","county",36058,0.28,-9,-9
2015,0,"Scotland","county",35821,0,-9,-9
2016,0,"Scotland","county",35789,0,-9,-9
2017,0,"Scotland","county",35686,0,-9,-9
2000,1,"Stanly","county",58100,0.17,-9,-9
2001,1,"Stanly","county",58790,0.17,-9,-9
2002,1,"Stanly","county",59418,0.17,-9,-9
2003,2,"Stanly","county",60045,0.33,-9,-9
2004,1,"Stanly","county",59533,0.17,-9,-9
2005,1,"Stanly","county",59386,0.17,-9,-9
2006,1,"Stanly","county",59126,0.17,-9,-9
2007,1,"Stanly","county",59158,0.17,-9,-9
2008,1,"Stanly","county",59728,0.17,-9,-9
2009,1,"Stanly","county",60093,0.17,-9,-9
2010,1,"Stanly","county",60714,0.16,-9,-9
2011,1,"Stanly","county",60936,0.16,-9,-9
2012,1,"Stanly","county",60477,0.17,-9,-9
2013,1,"Stanly","county",60612,0.16,-9,-9
2014,1,"Stanly","county",61056,0.16,-9,-9
2015,1,"Stanly","county",61234,0.16,-9,-9
2016,1,"Stanly","county",61751,0.16,-9,-9
2017,1,"Stanly","county",62443,0.16,-9,-9
2000,0,"Stokes","county",44711,0,-9,-9
2001,0,"Stokes","county",45282,0,-9,-9
2002,0,"Stokes","county",46027,0,-9,-9
2003,0,"Stokes","county",46771,0,-9,-9
2004,0,"Stokes","county",46356,0,-9,-9
2005,0,"Stokes","county",46247,0,-9,-9
2006,0,"Stokes","county",46334,0,-9,-9
2007,0,"Stokes","county",46257,0,-9,-9
2008,0,"Stokes","county",46649,0,-9,-9
2009,0,"Stokes","county",46798,0,-9,-9
2010,0,"Stokes","county",47478,0,-9,-9
2011,0,"Stokes","county",47551,0,-9,-9
2012,1,"Stokes","county",47068,0.21,-9,-9
2013,1,"Stokes","county",46731,0.21,-9,-9
2014,1,"Stokes","county",46786,0.21,-9,-9
2015,1,"Stokes","county",46763,0.21,-9,-9
2016,1,"Stokes","county",46751,0.21,-9,-9
2017,0,"Stokes","county",46728,0,-9,-9
2000,1,"Surry","county",71219,0.14,-9,-9
2001,1,"Surry","county",71394,0.14,-9,-9
2002,1,"Surry","county",72415,0.14,-9,-9
2003,2,"Surry","county",73436,0.27,-9,-9
2004,2,"Surry","county",72810,0.27,-9,-9
2005,2,"Surry","county",72641,0.28,-9,-9
2006,2,"Surry","county",73000,0.27,-9,-9
2007,2,"Surry","county",73150,0.27,-9,-9
2008,2,"Surry","county",73392,0.27,-9,-9
2009,1,"Surry","county",73889,0.14,-9,-9
2010,2,"Surry","county",73791,0.27,-9,-9
2011,2,"Surry","county",73575,0.27,-9,-9
2012,2,"Surry","county",73718,0.27,-9,-9
2013,2,"Surry","county",73344,0.27,-9,-9
2014,2,"Surry","county",73834,0.27,-9,-9
2015,2,"Surry","county",73195,0.27,-9,-9
2016,2,"Surry","county",72843,0.27,-9,-9
2017,4,"Surry","county",72843,0.55,-9,-9
2000,0,"Swain","county",12968,0,-9,-9
2001,0,"Swain","county",13199,0,-9,-9
2002,0,"Swain","county",13364,0,-9,-9
2003,0,"Swain","county",13529,0,-9,-9
2004,0,"Swain","county",13573,0,-9,-9
2005,0,"Swain","county",13600,0,-9,-9
2006,0,"Swain","county",13940,0,-9,-9
2007,0,"Swain","county",13889,0,-9,-9
2008,0,"Swain","county",13982,0,-9,-9
2009,1,"Swain","county",13854,0.72,-9,-9
2010,1,"Swain","county",14020,0.71,-9,-9
2011,1,"Swain","county",14263,0.7,-9,-9
2012,1,"Swain","county",14494,0.69,-9,-9
2013,1,"Swain","county",14590,0.69,-9,-9
2014,1,"Swain","county",14831,0.67,-9,-9
2015,1,"Swain","county",14953,0.67,-9,-9
2016,1,"Swain","county",14852,0.67,-9,-9
2017,1,"Swain","county",14999,0.67,-9,-9
2000,0,"Transylvania","county",29334,0,-9,-9
2001,0,"Transylvania","county",29348,0,-9,-9
2002,0,"Transylvania","county",29699,0,-9,-9
2003,0,"Transylvania","county",30049,0,-9,-9
2004,0,"Transylvania","county",29799,0,-9,-9
2005,0,"Transylvania","county",29850,0,-9,-9
2006,0,"Transylvania","county",30354,0,-9,-9
2007,0,"Transylvania","county",30758,0,-9,-9
2008,0,"Transylvania","county",30998,0,-9,-9
2009,0,"Transylvania","county",31095,0,-9,-9
2010,0,"Transylvania","county",33189,0,-9,-9
2011,0,"Transylvania","county",33275,0,-9,-9
2012,0,"Transylvania","county",33022,0,-9,-9
2013,0,"Transylvania","county",33220,0,-9,-9
2014,0,"Transylvania","county",33428,0,-9,-9
2015,0,"Transylvania","county",33745,0,-9,-9
2016,0,"Transylvania","county",34139,0,-9,-9
2017,0,"Transylvania","county",34464,0,-9,-9
2000,0,"Tyrrell","county",4149,0,-9,-9
2001,0,"Tyrrell","county",4148,0,-9,-9
2002,0,"Tyrrell","county",4184,0,-9,-9
2003,0,"Tyrrell","county",4219,0,-9,-9
2004,0,"Tyrrell","county",4246,0,-9,-9
2005,0,"Tyrrell","county",4180,0,-9,-9
2006,0,"Tyrrell","county",4248,0,-9,-9
2007,0,"Tyrrell","county",4290,0,-9,-9
2008,0,"Tyrrell","county",4281,0,-9,-9
2009,0,"Tyrrell","county",4247,0,-9,-9
2010,0,"Tyrrell","county",4403,0,-9,-9
2011,0,"Tyrrell","county",4342,0,-9,-9
2012,0,"Tyrrell","county",4174,0,-9,-9
2013,0,"Tyrrell","county",4143,0,-9,-9
2014,0,"Tyrrell","county",4143,0,-9,-9
2015,0,"Tyrrell","county",4217,0,-9,-9
2016,0,"Tyrrell","county",4136,0,-9,-9
2017,0,"Tyrrell","county",4138,0,-9,-9
2000,1,"Union","county",123677,0.08,-9,-9
2001,1,"Union","county",132084,0.08,-9,-9
2002,1,"Union","county",136056,0.07,-9,-9
2003,1,"Union","county",140028,0.07,-9,-9
2004,1,"Union","county",149045,0.07,-9,-9
2005,1,"Union","county",158002,0.06,-9,-9
2006,1,"Union","county",172094,0.06,-9,-9
2007,1,"Union","county",182344,0.05,-9,-9
2008,1,"Union","county",191142,0.05,-9,-9
2009,1,"Union","county",196359,0.05,-9,-9
2010,1,"Union","county",202592,0.05,-9,-9
2011,2,"Union","county",205717,0.1,-9,-9
2012,3,"Union","county",207872,0.14,-9,-9
2013,3,"Union","county",211539,0.14,-9,-9
2014,2,"Union","county",215933,0.09,-9,-9
2015,2,"Union","county",219992,0.09,-9,-9
2016,2,"Union","county",223915,0.09,-9,-9
2017,2,"Union","county",228171,0.09,-9,-9
2000,0,"Vance","county",42954,0,-9,-9
2001,0,"Vance","county",43704,0,-9,-9
2002,0,"Vance","county",44097,0,-9,-9
2003,0,"Vance","county",44489,0,-9,-9
2004,0,"Vance","county",44216,0,-9,-9
2005,0,"Vance","county",44068,0,-9,-9
2006,0,"Vance","county",43925,0,-9,-9
2007,0,"Vance","county",43583,0,-9,-9
2008,0,"Vance","county",43497,0,-9,-9
2009,0,"Vance","county",43620,0,-9,-9
2010,0,"Vance","county",45477,0,-9,-9
2011,0,"Vance","county",45558,0,-9,-9
2012,0,"Vance","county",45530,0,-9,-9
2013,0,"Vance","county",45056,0,-9,-9
2014,0,"Vance","county",45077,0,-9,-9
2015,0,"Vance","county",45097,0,-9,-9
2016,0,"Vance","county",44945,0,-9,-9
2017,0,"Vance","county",44862,0,-9,-9
2000,21,"Wake","county",627846,0.33,0.0476,0.0476
2001,22,"Wake","county",658481,0.33,0.0455,0.0455
2002,23,"Wake","county",680571,0.34,0.0435,0.0435
2003,25,"Wake","county",702662,0.36,0.08,0.04
2004,27,"Wake","county",721437,0.37,0.1481,0.037
2005,27,"Wake","county",746336,0.36,0.1111,0.037
2006,28,"Wake","county",789969,0.35,0.1071,0.0357
2007,28,"Wake","county",832590,0.34,0.0714,0.0357
2008,29,"Wake","county",864582,0.34,0.1034,0.0345
2009,33,"Wake","county",892607,0.37,0.1515,0
2010,36,"Wake","county",907314,0.4,0.1944,0
2011,35,"Wake","county",925938,0.38,0.1714,0
2012,35,"Wake","county",945603,0.37,0.2,0
2013,35,"Wake","county",964616,0.36,0.2,0.0286
2014,38,"Wake","county",985310,0.39,0.1842,0.0263
2015,38,"Wake","county",1007631,0.38,0.1842,0.0789
2016,37,"Wake","county",1026748,0.36,0.1892,0.0541
2017,39,"Wake","county",1048771,0.37,0.1795,0.0513
2000,2,"Warren","county",19972,1,-9,-9
2001,2,"Warren","county",19975,1,-9,-9
2002,1,"Warren","county",20256,0.49,-9,-9
2003,1,"Warren","county",20537,0.49,-9,-9
2004,1,"Warren","county",20286,0.49,-9,-9
2005,1,"Warren","county",20147,0.5,-9,-9
2006,1,"Warren","county",19969,0.5,-9,-9
2007,1,"Warren","county",19919,0.5,-9,-9
2008,1,"Warren","county",19916,0.5,-9,-9
2009,1,"Warren","county",19933,0.5,-9,-9
2010,0,"Warren","county",21022,0,-9,-9
2011,0,"Warren","county",20883,0,-9,-9
2012,0,"Warren","county",20674,0,-9,-9
2013,0,"Warren","county",20453,0,-9,-9
2014,0,"Warren","county",20514,0,-9,-9
2015,0,"Warren","county",20473,0,-9,-9
2016,0,"Warren","county",20121,0,-9,-9
2017,0,"Warren","county",20133,0,-9,-9
2000,0,"Washington","county",13723,0,-9,-9
2001,0,"Washington","county",13602,0,-9,-9
2002,0,"Washington","county",13566,0,-9,-9
2003,0,"Washington","county",13529,0,-9,-9
2004,0,"Washington","county",13435,0,-9,-9
2005,0,"Washington","county",13428,0,-9,-9
2006,0,"Washington","county",13364,0,-9,-9
2007,0,"Washington","county",13214,0,-9,-9
2008,0,"Washington","county",13176,0,-9,-9
2009,0,"Washington","county",13004,0,-9,-9
2010,0,"Washington","county",13224,0,-9,-9
2011,0,"Washington","county",13060,0,-9,-9
2012,0,"Washington","county",12821,0,-9,-9
2013,0,"Washington","county",12826,0,-9,-9
2014,0,"Washington","county",12679,0,-9,-9
2015,0,"Washington","county",12589,0,-9,-9
2016,0,"Washington","county",12425,0,-9,-9
2017,0,"Washington","county",12349,0,-9,-9
2000,2,"Watauga","county",42695,0.47,-9,-9
2001,3,"Watauga","county",42690,0.7,-9,-9
2002,3,"Watauga","county",43160,0.7,-9,-9
2003,3,"Watauga","county",43632,0.69,-9,-9
2004,2,"Watauga","county",43170,0.46,-9,-9
2005,2,"Watauga","county",42955,0.47,-9,-9
2006,2,"Watauga","county",43406,0.46,-9,-9
2007,2,"Watauga","county",44696,0.45,-9,-9
2008,2,"Watauga","county",45325,0.44,-9,-9
2009,2,"Watauga","county",45384,0.44,-9,-9
2010,2,"Watauga","county",51326,0.39,-9,-9
2011,2,"Watauga","county",52111,0.38,-9,-9
2012,2,"Watauga","county",52517,0.38,-9,-9
2013,2,"Watauga","county",52682,0.38,-9,-9
2014,2,"Watauga","county",52923,0.38,-9,-9
2015,2,"Watauga","county",53737,0.37,-9,-9
2016,2,"Watauga","county",54992,0.36,-9,-9
2017,2,"Watauga","county",56170,0.36,-9,-9
2000,2,"Wayne","county",113329,0.18,-9,-9
2001,2,"Wayne","county",113172,0.18,-9,-9
2002,2,"Wayne","county",114170,0.18,-9,-9
2003,1,"Wayne","county",115168,0.09,-9,-9
2004,2,"Wayne","county",114778,0.17,-9,-9
2005,2,"Wayne","county",115596,0.17,-9,-9
2006,2,"Wayne","county",114920,0.17,-9,-9
2007,2,"Wayne","county",115225,0.17,-9,-9
2008,2,"Wayne","county",115724,0.17,-9,-9
2009,2,"Wayne","county",116572,0.17,-9,-9
2010,2,"Wayne","county",122893,0.16,-9,-9
2011,2,"Wayne","county",123710,0.16,-9,-9
2012,2,"Wayne","county",124915,0.16,-9,-9
2013,3,"Wayne","county",125101,0.24,-9,-9
2014,3,"Wayne","county",125681,0.24,-9,-9
2015,3,"Wayne","county",124984,0.24,-9,-9
2016,3,"Wayne","county",124808,0.24,-9,-9
2017,3,"Wayne","county",124945,0.24,-9,-9
2000,1,"Wilkes","county",65632,0.15,-9,-9
2001,1,"Wilkes","county",66100,0.15,-9,-9
2002,1,"Wilkes","county",66716,0.15,-9,-9
2003,1,"Wilkes","county",67331,0.15,-9,-9
2004,1,"Wilkes","county",67509,0.15,-9,-9
2005,1,"Wilkes","county",67351,0.15,-9,-9
2006,1,"Wilkes","county",66924,0.15,-9,-9
2007,1,"Wilkes","county",67182,0.15,-9,-9
2008,1,"Wilkes","county",67310,0.15,-9,-9
2009,1,"Wilkes","county",67533,0.15,-9,-9
2010,1,"Wilkes","county",69419,0.14,-9,-9
2011,1,"Wilkes","county",69592,0.14,-9,-9
2012,1,"Wilkes","county",69755,0.14,-9,-9
2013,1,"Wilkes","county",69754,0.14,-9,-9
2014,1,"Wilkes","county",69883,0.14,-9,-9
2015,1,"Wilkes","county",69663,0.14,-9,-9
2016,2,"Wilkes","county",70027,0.29,-9,-9
2017,2,"Wilkes","county",70536,0.28,-9,-9
2000,1,"Wilson","county",73814,0.14,-9,-9
2001,1,"Wilson","county",74388,0.13,-9,-9
2002,1,"Wilson","county",75192,0.13,-9,-9
2003,1,"Wilson","county",75998,0.13,-9,-9
2004,2,"Wilson","county",76312,0.26,-9,-9
2005,2,"Wilson","county",77042,0.26,-9,-9
2006,2,"Wilson","county",77472,0.26,-9,-9
2007,2,"Wilson","county",77970,0.26,-9,-9
2008,2,"Wilson","county",78934,0.25,-9,-9
2009,2,"Wilson","county",80022,0.25,-9,-9
2010,2,"Wilson","county",81643,0.24,-9,-9
2011,2,"Wilson","county",81380,0.25,-9,-9
2012,2,"Wilson","county",81796,0.24,-9,-9
2013,1,"Wilson","county",81397,0.12,-9,-9
2014,1,"Wilson","county",81410,0.12,-9,-9
2015,1,"Wilson","county",81689,0.12,-9,-9
2016,1,"Wilson","county",81758,0.12,-9,-9
2017,1,"Wilson","county",82035,0.12,-9,-9
2000,0,"Yadkin","county",36348,0,-9,-9
2001,0,"Yadkin","county",36586,0,-9,-9
2002,0,"Yadkin","county",37278,0,-9,-9
2003,0,"Yadkin","county",37971,0,-9,-9
2004,0,"Yadkin","county",37524,0,-9,-9
2005,0,"Yadkin","county",37303,0,-9,-9
2006,0,"Yadkin","county",37810,0,-9,-9
2007,0,"Yadkin","county",37850,0,-9,-9
2008,0,"Yadkin","county",38172,0,-9,-9
2009,0,"Yadkin","county",38001,0,-9,-9
2010,0,"Yadkin","county",38451,0,-9,-9
2011,0,"Yadkin","county",38442,0,-9,-9
2012,0,"Yadkin","county",38247,0,-9,-9
2013,0,"Yadkin","county",38131,0,-9,-9
2014,0,"Yadkin","county",37842,0,-9,-9
2015,0,"Yadkin","county",37705,0,-9,-9
2016,0,"Yadkin","county",37725,0,-9,-9
2017,0,"Yadkin","county",37687,0,-9,-9
2000,0,"Yancey","county",17774,0,-9,-9
2001,0,"Yancey","county",18008,0,-9,-9
2002,0,"Yancey","county",18215,0,-9,-9
2003,0,"Yancey","county",18422,0,-9,-9
2004,0,"Yancey","county",18131,0,-9,-9
2005,0,"Yancey","county",18167,0,-9,-9
2006,0,"Yancey","county",18368,0,-9,-9
2007,0,"Yancey","county",18550,0,-9,-9
2008,0,"Yancey","county",18596,0,-9,-9
2009,0,"Yancey","county",18554,0,-9,-9
2010,0,"Yancey","county",17802,0,-9,-9
2011,0,"Yancey","county",18069,0,-9,-9
2012,0,"Yancey","county",17874,0,-9,-9
2013,0,"Yancey","county",17921,0,-9,-9
2014,0,"Yancey","county",17907,0,-9,-9
2015,0,"Yancey","county",17959,0,-9,-9
2016,0,"Yancey","county",18142,0,-9,-9
2017,0,"Yancey","county",18199,0,-9,-9
2000,216,"North Carolina","state",8049313,0.27,0.1204,0.037
2001,231,"North Carolina","state",8187855,0.28,0.1385,0.039
2002,233,"North Carolina","state",8336829,0.28,0.133,0.0386
2003,234,"North Carolina","state",8485802,0.28,0.1453,0.0342
2004,249,"North Carolina","state",8562210,0.29,0.1486,0.0402
2005,245,"North Carolina","state",8663674,0.28,0.1429,0.0449
2006,252,"North Carolina","state",8860341,0.28,0.1468,0.0516
2007,266,"North Carolina","state",9069398,0.29,0.1579,0.0564
2008,278,"North Carolina","state",9227016,0.3,0.1835,0.0683
2009,263,"North Carolina","state",9382610,0.28,0.1901,0.0532
2010,271,"North Carolina","state",9572454,0.28,0.1993,0.0664
2011,278,"North Carolina","state",9669244,0.29,0.1942,0.0863
2012,285,"North Carolina","state",9765229,0.29,0.2,0.0807
2013,292,"North Carolina","state",9861952,0.3,0.2089,0.0822
2014,289,"North Carolina","state",9953687,0.29,0.218,0.0796
2015,297,"North Carolina","state",10056683,0.3,0.2256,0.0808
2016,299,"North Carolina","state",10155942,0.29,0.2241,0.087
2017,310,"North Carolina","state",10272692,0.3,0.2355,0.1065
